Province,District,Gender,Age,Disability,Orphan,Poverty Level,School Level,School Type,Enrolled,Grade,Grade Repetition,Transition Status,Dropout Status,Out of School,Distance to School (km),Midday Meal,Internet Access,Hostel Facility
Gandaki,Syangja,Male,9,No,No,Very High,Primary,Private,Yes,3,No,N/A,No,No,4.7,No,Yes,No
Gandaki,Tanahun,Female,10,No,No,Medium,Primary,Private,Yes,4,No,N/A,No,No,0.1,No,Yes,No
Lumbini,Arghakhanchi,Male,17,No,Yes,Very High,Upper Secondary,Private,Yes,12,No,Yes,No,No,2.8,No,Yes,Yes
Lumbini,Banke,Male,15,No,No,Medium,Upper Secondary,Public,Yes,9,No,Yes,No,No,3.5,Yes,No,No
Lumbini,Bardiya,Female,17,No,No,Medium,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.5,No,Yes,No
Lumbini,Dang,Female,7,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,2.3,Yes,No,Yes
Lumbini,Eastern Rukum,Female,14,No,No,Low,Lower Secondary,Private,Yes,8,No,Yes,No,No,2.4,No,Yes,No
Lumbini,Gulmi,Female,18,No,No,Medium,Upper Secondary,Public,Yes,9,No,Yes,No,No,1.4,No,Yes,No
Lumbini,Kapilvastu,Female,9,No,No,High,Primary,Public,Yes,4,No,N/A,No,No,4.1,No,Yes,No
Lumbini,Parasi,Female,14,No,No,High,Lower Secondary,Private,Yes,8,No,Yes,No,No,2.0,No,Yes,Yes
Lumbini,Palpa,Male,18,No,No,High,Upper Secondary,Public,Yes,10,No,No,No,No,1.6,Yes,Yes,No
Lumbini,Pyuthan,Female,17,Yes,No,Medium,Upper Secondary,Public,Yes,9,Yes,No,No,No,0.5,No,No,No
Lumbini,Rolpa,Male,11,No,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,1.5,Yes,No,No
Lumbini,Rupandehi,Male,7,No,No,High,Primary,Public,Yes,3,No,N/A,No,No,2.7,Yes,Yes,No
Karnali,Dailekh,Male,9,No,Yes,Low,Primary,Public,Yes,4,No,N/A,No,No,2.1,Yes,No,No
Karnali,Dolpa,Male,13,No,No,Low,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.7,Yes,No,No
Karnali,Humla,Female,17,No,No,Very High,Upper Secondary,Private,Yes,10,No,No,No,No,4.0,No,Yes,No
Karnali,Jajarkot,Female,18,No,No,Very High,Upper Secondary,Public,Yes,11,No,Yes,No,No,2.0,Yes,Yes,No
Karnali,Jumla,Female,14,No,No,High,Lower Secondary,Private,Yes,6,No,Yes,No,No,3.0,No,Yes,No
Karnali,Kalikot,Male,17,No,No,Medium,Upper Secondary,Public,Yes,12,No,No,No,No,0.5,Yes,No,No
Karnali,Mugu,Male,13,No,Yes,High,Lower Secondary,Private,Yes,8,No,Yes,No,No,4.6,No,Yes,No
Karnali,Salyan,Male,10,No,No,Medium,Primary,Public,No,3,-,N/A,Yes,Yes,1.8,Yes,Yes,No
Karnali,Surkhet,Female,9,No,No,Very High,Primary,Public,Yes,4,No,N/A,No,No,3.8,Yes,Yes,No
Karnali,Western Rukum,Female,8,No,No,Very High,Primary,Public,Yes,5,No,N/A,No,No,4.8,Yes,Yes,No
Sudurpashchim,Achham,Female,7,No,No,High,Primary,Public,Yes,4,Yes,N/A,No,No,3.5,Yes,No,No
Sudurpashchim,Baitadi,Female,15,No,No,Low,Upper Secondary,Public,Yes,12,No,Yes,No,No,0.4,Yes,Yes,No
Sudurpashchim,Bajhang,Female,15,No,No,Low,Upper Secondary,Private,Yes,9,No,No,No,No,1.6,No,Yes,No
Sudurpashchim,Bajura,Male,15,No,No,High,Upper Secondary,Public,Yes,9,No,Yes,No,No,2.0,Yes,Yes,No
Sudurpashchim,Dadeldhura,Male,15,No,No,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,4.2,Yes,Yes,Yes
Sudurpashchim,Darchula,Male,9,Yes,No,High,Primary,Public,Yes,3,Yes,N/A,No,No,3.7,Yes,Yes,No
Sudurpashchim,Doti,Male,9,No,No,Very High,Primary,Public,Yes,4,No,N/A,No,No,1.0,Yes,No,No
Sudurpashchim,Kailali,Male,7,No,No,Very High,Primary,Private,Yes,3,No,N/A,No,No,4.2,No,Yes,Yes
Sudurpashchim,Kanchanpur,Female,12,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.4,Yes,Yes,Yes
Province 1,Bhojpur,Female,6,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,0.3,Yes,No,No
Province 1,Dhankuta,Female,14,Yes,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,2.8,Yes,No,Yes
Province 1,Ilam,Female,13,Yes,No,Low,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.5,Yes,No,No
Province 1,Jhapa,Female,7,No,No,Low,Primary,Public,Yes,5,No,N/A,No,No,3.2,Yes,No,No
Province 1,Khotang,Male,13,No,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,4.3,Yes,Yes,No
Province 1,Morang,Female,17,No,No,Very High,Upper Secondary,Public,Yes,12,Yes,No,No,No,2.1,Yes,No,No
Province 1,Okhaldhunga,Male,15,No,No,Low,Upper Secondary,Public,Yes,9,No,No,No,No,0.4,No,No,No
Province 1,Panchthar,Female,8,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,3.6,Yes,No,No
Province 1,Sankhuwasabha,Female,12,Yes,No,Very High,Lower Secondary,Public,Yes,8,No,Yes,No,No,2.9,No,No,No
Province 1,Solukhumbu,Male,9,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,4.3,Yes,No,No
Province 1,Sunsari,Female,11,No,No,Medium,Lower Secondary,Public,Yes,7,No,No,No,No,2.3,Yes,Yes,No
Province 1,Taplejung,Female,15,Yes,No,Low,Upper Secondary,Public,Yes,9,Yes,Yes,No,No,1.5,Yes,No,No
Province 1,Terhathum,Male,14,No,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,4.9,Yes,No,No
Province 1,Udayapur,Female,18,No,Yes,Low,Upper Secondary,Private,No,9,-,N/A,Yes,No,2.5,No,Yes,No
Madhesh,Bara,Male,17,No,No,Very High,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.7,Yes,Yes,No
Madhesh,Dhanusha,Male,15,No,No,Very High,Upper Secondary,Public,Yes,10,No,Yes,No,No,0.8,Yes,No,No
Madhesh,Mahottari,Female,10,No,No,Low,Primary,Public,Yes,1,No,N/A,No,No,1.2,No,No,Yes
Madhesh,Parsa,Male,12,No,No,Low,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.8,No,Yes,No
Madhesh,Rautahat,Female,6,No,No,High,Primary,Private,Yes,4,No,N/A,No,No,1.6,No,Yes,No
Madhesh,Saptari,Female,16,No,No,Medium,Upper Secondary,Public,Yes,9,No,No,No,No,3.2,No,Yes,No
Madhesh,Sarlahi,Female,8,No,No,Low,Primary,Public,No,4,-,N/A,Yes,No,0.5,Yes,Yes,No
Madhesh,Siraha,Male,16,No,Yes,Medium,Upper Secondary,Private,Yes,10,No,Yes,No,No,3.1,No,Yes,No
Bagmati,Bhaktapur,Female,17,No,No,Low,Upper Secondary,Public,Yes,10,Yes,No,No,No,1.5,Yes,No,No
Bagmati,Chitwan,Male,12,No,No,Very High,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,4.3,Yes,No,No
Bagmati,Dhading,Female,16,No,Yes,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.4,Yes,No,No
Bagmati,Dolakha,Female,14,No,No,Low,Lower Secondary,Public,Yes,6,No,Yes,No,No,0.1,No,Yes,No
Bagmati,Kathmandu,Male,7,Yes,No,High,Primary,Private,Yes,3,No,N/A,No,No,3.4,No,Yes,No
Bagmati,Kavrepalanchok,Male,13,No,No,Very High,Lower Secondary,Public,Yes,8,Yes,No,No,No,1.6,No,No,No
Bagmati,Lalitpur,Male,17,No,No,Low,Upper Secondary,Public,Yes,11,No,Yes,No,No,0.5,Yes,No,No
Bagmati,Makwanpur,Female,8,No,No,High,Primary,Private,Yes,4,No,N/A,No,No,4.8,No,Yes,No
Bagmati,Nuwakot,Male,6,No,Yes,Medium,Primary,Private,Yes,4,No,N/A,No,No,0.6,No,Yes,No
Bagmati,Ramechhap,Female,16,No,No,High,Upper Secondary,Public,Yes,9,No,Yes,No,No,1.4,Yes,No,No
Bagmati,Rasuwa,Female,18,No,No,High,Upper Secondary,Public,Yes,9,No,Yes,No,No,2.0,Yes,Yes,No
Bagmati,Sindhuli,Female,7,No,No,High,Primary,Public,Yes,4,No,N/A,No,No,3.4,Yes,No,No
Bagmati,Sindhupalchok,Male,14,Yes,No,Medium,Lower Secondary,Private,Yes,7,No,Yes,No,No,0.5,No,Yes,No
Gandaki,Baglung,Male,14,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,0.1,Yes,No,No
Gandaki,Gorkha,Male,15,Yes,No,Low,Upper Secondary,Public,Yes,11,Yes,No,No,No,1.4,No,No,No
Gandaki,Kaski,Female,6,No,No,High,Primary,Public,Yes,1,No,N/A,No,No,0.4,Yes,No,No
Gandaki,Lamjung,Female,10,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,4.4,Yes,Yes,Yes
Gandaki,Manang,Female,6,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,3.4,Yes,No,No
Gandaki,Mustang,Female,7,No,No,Medium,Primary,Private,Yes,5,No,N/A,No,No,3.9,No,Yes,No
Gandaki,Myagdi,Male,7,No,No,Very High,Primary,Public,Yes,5,No,N/A,No,No,4.5,Yes,Yes,No
Gandaki,Nawalpur,Male,12,No,No,Very High,Lower Secondary,Public,Yes,7,No,No,No,No,1.6,Yes,No,No
Gandaki,Parbat,Male,16,No,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,0.9,Yes,No,No
Gandaki,Syangja,Male,15,No,No,Low,Upper Secondary,Public,Yes,9,Yes,Yes,No,No,4.5,Yes,No,No
Gandaki,Tanahun,Female,12,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.1,No,No,Yes
Lumbini,Arghakhanchi,Male,13,No,No,Medium,Lower Secondary,Private,Yes,6,No,No,No,No,2.7,No,Yes,No
Lumbini,Banke,Male,6,Yes,No,Medium,Primary,Public,Yes,4,No,N/A,No,No,2.7,No,Yes,Yes
Lumbini,Bardiya,Female,17,No,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,1.9,Yes,No,Yes
Lumbini,Dang,Female,7,No,Yes,Medium,Primary,Public,Yes,2,No,N/A,No,No,3.5,Yes,No,No
Lumbini,Eastern Rukum,Male,18,No,No,Low,Upper Secondary,Public,Yes,10,No,Yes,No,No,0.8,No,No,No
Lumbini,Gulmi,Male,8,No,No,Medium,Primary,Private,Yes,3,No,N/A,No,No,4.7,No,Yes,No
Lumbini,Kapilvastu,Female,8,No,No,Medium,Primary,Public,No,5,-,N/A,Yes,No,1.7,Yes,No,No
Lumbini,Parasi,Male,10,No,No,High,Primary,Public,Yes,3,Yes,N/A,No,No,4.8,Yes,No,No
Lumbini,Palpa,Female,13,No,No,Medium,Lower Secondary,Public,Yes,8,No,No,No,No,3.3,Yes,Yes,No
Lumbini,Pyuthan,Male,12,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,3.3,Yes,No,No
Lumbini,Rolpa,Female,15,No,Yes,Low,Upper Secondary,Public,Yes,11,No,Yes,No,No,2.7,No,No,No
Lumbini,Rupandehi,Female,13,No,No,Medium,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,2.7,Yes,Yes,No
Karnali,Dailekh,Female,17,No,No,Very High,Upper Secondary,Public,Yes,9,No,Yes,No,No,1.2,Yes,No,No
Karnali,Dolpa,Male,11,No,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.6,Yes,No,Yes
Karnali,Humla,Female,17,No,No,Very High,Upper Secondary,Public,Yes,12,No,No,No,No,0.9,No,Yes,No
Karnali,Jajarkot,Male,14,No,No,Low,Lower Secondary,Private,Yes,7,No,Yes,No,No,1.9,No,Yes,No
Karnali,Jumla,Female,13,No,No,Very High,Lower Secondary,Private,No,8,-,N/A,Yes,Yes,3.1,No,Yes,No
Karnali,Kalikot,Male,6,Yes,Yes,Medium,Primary,Private,Yes,5,No,N/A,No,No,4.0,No,Yes,No
Karnali,Mugu,Male,17,Yes,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.0,Yes,No,No
Karnali,Salyan,Male,14,No,No,High,Lower Secondary,Public,Yes,6,No,Yes,No,No,3.6,No,No,No
Karnali,Surkhet,Female,9,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,3.5,No,No,Yes
Karnali,Western Rukum,Female,10,No,No,High,Primary,Public,Yes,1,No,N/A,No,No,4.3,Yes,Yes,No
Sudurpashchim,Achham,Female,12,No,No,Low,Lower Secondary,Private,Yes,7,No,Yes,No,No,2.4,No,Yes,No
Sudurpashchim,Baitadi,Male,18,No,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.0,Yes,Yes,No
Sudurpashchim,Bajhang,Male,13,No,No,Very High,Lower Secondary,Public,Yes,6,No,Yes,No,No,0.6,No,No,Yes
Sudurpashchim,Bajura,Male,17,No,No,Medium,Upper Secondary,Private,Yes,11,No,Yes,No,No,0.4,No,Yes,No
Sudurpashchim,Dadeldhura,Female,12,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,0.6,Yes,No,Yes
Sudurpashchim,Darchula,Male,12,No,No,High,Lower Secondary,Private,Yes,6,No,Yes,No,No,4.1,No,Yes,No
Sudurpashchim,Doti,Male,16,No,No,Medium,Upper Secondary,Public,Yes,10,No,No,No,No,3.2,Yes,No,No
Sudurpashchim,Kailali,Male,13,No,No,Medium,Lower Secondary,Private,Yes,8,No,Yes,No,No,3.3,No,Yes,No
Sudurpashchim,Kanchanpur,Female,18,Yes,No,Medium,Upper Secondary,Public,Yes,10,No,No,No,No,2.4,Yes,No,No
Province 1,Bhojpur,Female,18,No,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,3.1,No,No,No
Province 1,Dhankuta,Female,17,Yes,No,Very High,Upper Secondary,Private,Yes,11,No,Yes,No,No,2.2,No,Yes,No
Province 1,Ilam,Female,7,No,No,Low,Primary,Public,Yes,4,No,N/A,No,No,0.4,No,No,No
Province 1,Jhapa,Female,10,No,No,High,Primary,Public,Yes,1,No,N/A,No,No,4.2,Yes,No,No
Province 1,Khotang,Female,17,No,No,High,Upper Secondary,Private,Yes,10,Yes,Yes,No,No,2.2,No,Yes,No
Province 1,Morang,Male,16,No,No,Low,Upper Secondary,Public,Yes,10,No,Yes,No,No,1.4,Yes,No,No
Province 1,Okhaldhunga,Male,7,No,No,Very High,Primary,Public,Yes,4,No,N/A,No,No,3.2,Yes,No,No
Province 1,Panchthar,Male,11,No,No,Medium,Lower Secondary,Public,Yes,8,No,No,No,No,2.7,No,No,No
Province 1,Sankhuwasabha,Male,12,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.2,No,Yes,Yes
Province 1,Solukhumbu,Female,15,No,No,Very High,Upper Secondary,Public,Yes,9,No,No,No,No,0.8,No,Yes,No
Province 1,Sunsari,Male,8,No,No,Low,Primary,Public,Yes,3,No,N/A,No,No,1.2,No,Yes,No
Province 1,Taplejung,Female,6,No,No,High,Primary,Public,Yes,5,No,N/A,No,No,4.4,Yes,No,Yes
Province 1,Terhathum,Male,15,Yes,No,Very High,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.1,Yes,No,No
Province 1,Udayapur,Male,8,Yes,No,High,Primary,Public,Yes,2,No,N/A,No,No,3.4,Yes,No,No
Madhesh,Bara,Female,16,No,No,High,Upper Secondary,Public,Yes,11,No,No,No,No,2.1,Yes,No,No
Madhesh,Dhanusha,Female,14,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.6,No,No,No
Madhesh,Mahottari,Male,6,Yes,No,Low,Primary,Public,Yes,1,No,N/A,No,No,0.1,Yes,No,No
Madhesh,Parsa,Female,14,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,0.1,No,No,Yes
Madhesh,Rautahat,Male,11,No,No,Medium,Lower Secondary,Public,No,6,-,N/A,Yes,Yes,4.1,No,No,No
Madhesh,Saptari,Female,15,No,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,2.6,Yes,Yes,Yes
Madhesh,Sarlahi,Female,12,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.2,Yes,No,No
Madhesh,Siraha,Male,12,No,Yes,Low,Lower Secondary,Private,Yes,8,No,Yes,No,No,2.6,No,Yes,No
Bagmati,Bhaktapur,Male,7,No,No,Very High,Primary,Public,Yes,3,No,N/A,No,No,0.3,No,Yes,Yes
Bagmati,Chitwan,Female,16,No,No,Very High,Upper Secondary,Private,Yes,12,No,Yes,No,No,2.3,No,Yes,No
Bagmati,Dhading,Female,11,No,No,Low,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.2,Yes,Yes,No
Bagmati,Dolakha,Male,10,No,No,Low,Primary,Public,Yes,5,No,N/A,No,No,1.3,Yes,No,No
Bagmati,Kathmandu,Male,6,No,No,Very High,Primary,Private,Yes,2,Yes,N/A,No,No,0.4,No,Yes,No
Bagmati,Kavrepalanchok,Female,18,No,No,Very High,Upper Secondary,Public,Yes,12,No,Yes,No,No,2.8,Yes,No,No
Bagmati,Lalitpur,Female,10,No,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,0.3,No,Yes,No
Bagmati,Makwanpur,Female,9,No,No,Medium,Primary,Public,Yes,4,No,N/A,No,No,1.8,No,No,Yes
Bagmati,Nuwakot,Female,8,No,No,Medium,Primary,Private,Yes,5,No,N/A,No,No,2.7,No,Yes,No
Bagmati,Ramechhap,Male,17,No,No,Very High,Upper Secondary,Public,Yes,10,No,No,No,No,1.1,Yes,No,No
Bagmati,Rasuwa,Female,10,No,No,High,Primary,Private,Yes,4,No,N/A,No,No,0.8,No,Yes,No
Bagmati,Sindhuli,Female,16,No,No,Low,Upper Secondary,Public,Yes,10,No,Yes,No,No,2.4,Yes,Yes,No
Bagmati,Sindhupalchok,Male,14,No,No,Very High,Lower Secondary,Private,Yes,8,No,Yes,No,No,1.4,No,Yes,No
Gandaki,Baglung,Female,16,Yes,No,High,Upper Secondary,Public,No,12,-,N/A,Yes,Yes,0.2,No,Yes,No
Gandaki,Gorkha,Male,7,No,No,High,Primary,Private,Yes,1,No,N/A,No,No,0.6,No,Yes,Yes
Gandaki,Kaski,Male,12,No,No,Medium,Lower Secondary,Public,Yes,6,No,No,No,No,1.3,Yes,No,No
Gandaki,Lamjung,Male,12,No,No,Low,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.9,Yes,No,No
Gandaki,Manang,Male,8,No,No,Very High,Primary,Public,Yes,1,No,N/A,No,No,4.7,No,No,No
Gandaki,Mustang,Female,6,No,No,Medium,Primary,Public,Yes,4,No,N/A,No,No,0.3,No,Yes,Yes
Gandaki,Myagdi,Female,7,No,No,Very High,Primary,Public,Yes,2,No,N/A,No,No,2.8,No,Yes,No
Gandaki,Nawalpur,Male,12,Yes,No,High,Lower Secondary,Public,No,8,-,N/A,Yes,Yes,1.8,Yes,No,No
Gandaki,Parbat,Female,14,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.1,No,No,No
Gandaki,Syangja,Male,12,No,No,High,Lower Secondary,Public,Yes,6,No,No,No,No,1.3,No,Yes,No
Gandaki,Tanahun,Male,7,Yes,No,Medium,Primary,Public,Yes,1,Yes,N/A,No,No,2.5,Yes,No,No
Lumbini,Arghakhanchi,Female,12,No,No,Medium,Lower Secondary,Public,Yes,8,No,No,No,No,2.1,No,No,No
Lumbini,Banke,Male,8,No,No,Very High,Primary,Public,Yes,4,No,N/A,No,No,4.9,Yes,Yes,No
Lumbini,Bardiya,Female,18,No,No,Very High,Upper Secondary,Public,Yes,11,No,No,No,No,3.0,Yes,No,No
Lumbini,Dang,Male,17,Yes,No,High,Upper Secondary,Public,Yes,11,No,No,No,No,3.3,Yes,No,No
Lumbini,Eastern Rukum,Male,7,Yes,No,Medium,Primary,Private,Yes,2,No,N/A,No,No,3.1,No,Yes,No
Lumbini,Gulmi,Male,13,No,No,Low,Lower Secondary,Public,Yes,7,No,No,No,No,2.0,Yes,No,No
Lumbini,Kapilvastu,Male,8,No,No,High,Primary,Public,Yes,5,No,N/A,No,No,3.1,Yes,No,No
Lumbini,Parasi,Male,9,No,No,Low,Primary,Private,No,2,-,N/A,Yes,No,1.1,No,Yes,No
Lumbini,Palpa,Male,10,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,4.2,Yes,No,No
Lumbini,Pyuthan,Male,8,No,No,Medium,Primary,Public,Yes,4,No,N/A,No,No,0.6,Yes,No,No
Lumbini,Rolpa,Male,16,No,No,Medium,Upper Secondary,Public,Yes,9,No,No,No,No,3.8,Yes,Yes,No
Lumbini,Rupandehi,Female,9,No,No,Low,Primary,Private,Yes,2,No,N/A,No,No,1.1,No,Yes,No
Karnali,Dailekh,Male,8,Yes,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,3.7,Yes,Yes,No
Karnali,Dolpa,Male,8,No,No,Very High,Primary,Public,Yes,1,No,N/A,No,No,4.3,Yes,No,No
Karnali,Humla,Female,15,No,No,Medium,Upper Secondary,Public,Yes,9,Yes,Yes,No,No,1.0,Yes,Yes,No
Karnali,Jajarkot,Male,8,No,No,High,Primary,Public,No,1,-,N/A,Yes,No,1.5,No,Yes,No
Karnali,Jumla,Female,8,No,No,Very High,Primary,Private,Yes,3,No,N/A,No,No,3.2,No,Yes,No
Karnali,Kalikot,Female,15,No,No,Very High,Upper Secondary,Public,Yes,9,No,Yes,No,No,0.8,Yes,No,No
Karnali,Mugu,Male,14,No,No,High,Lower Secondary,Public,No,6,-,N/A,Yes,Yes,2.3,Yes,No,No
Karnali,Salyan,Male,17,No,No,High,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.8,Yes,No,Yes
Karnali,Surkhet,Female,12,No,No,Medium,Lower Secondary,Public,Yes,6,Yes,No,No,No,4.6,No,No,No
Karnali,Western Rukum,Male,17,No,No,Low,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.0,Yes,No,No
Sudurpashchim,Achham,Male,13,Yes,No,Low,Lower Secondary,Public,Yes,7,Yes,No,No,No,1.7,No,Yes,No
Sudurpashchim,Baitadi,Female,14,No,No,Low,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,3.2,No,Yes,No
Sudurpashchim,Bajhang,Male,12,No,No,Very High,Lower Secondary,Public,Yes,6,No,Yes,No,No,4.9,Yes,No,Yes
Sudurpashchim,Bajura,Male,7,No,No,Medium,Primary,Public,Yes,5,Yes,N/A,No,No,0.3,Yes,Yes,Yes
Sudurpashchim,Dadeldhura,Male,9,No,No,Very High,Primary,Public,Yes,1,No,N/A,No,No,2.4,Yes,Yes,Yes
Sudurpashchim,Darchula,Female,10,No,No,Low,Primary,Public,Yes,5,No,N/A,No,No,3.4,Yes,Yes,No
Sudurpashchim,Doti,Female,15,No,No,High,Upper Secondary,Public,No,10,-,N/A,Yes,Yes,2.5,No,No,Yes
Sudurpashchim,Kailali,Male,17,Yes,No,High,Upper Secondary,Private,Yes,9,Yes,No,No,No,3.3,No,Yes,No
Sudurpashchim,Kanchanpur,Male,16,No,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.8,No,Yes,Yes
Province 1,Bhojpur,Female,11,No,No,Medium,Lower Secondary,Public,Yes,7,Yes,Yes,No,No,1.7,Yes,Yes,No
Province 1,Dhankuta,Female,8,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,1.1,Yes,No,No
Province 1,Ilam,Male,15,No,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,1.1,Yes,Yes,No
Province 1,Jhapa,Female,6,No,No,Very High,Primary,Public,Yes,4,Yes,N/A,No,No,0.4,Yes,Yes,Yes
Province 1,Khotang,Male,13,No,Yes,Very High,Lower Secondary,Public,Yes,8,No,Yes,No,No,2.6,Yes,No,No
Province 1,Morang,Male,9,No,No,Very High,Primary,Public,Yes,2,No,N/A,No,No,1.1,No,Yes,No
Province 1,Okhaldhunga,Female,6,Yes,No,Medium,Primary,Public,Yes,2,Yes,N/A,No,No,3.5,Yes,No,No
Province 1,Panchthar,Male,18,No,No,Medium,Upper Secondary,Private,Yes,10,No,Yes,No,No,1.0,No,Yes,No
Province 1,Sankhuwasabha,Male,15,No,No,High,Upper Secondary,Public,Yes,9,No,No,No,No,1.3,Yes,No,Yes
Province 1,Solukhumbu,Male,15,Yes,No,Low,Upper Secondary,Public,Yes,9,No,No,No,No,0.9,Yes,No,No
Province 1,Sunsari,Male,8,No,No,Very High,Primary,Private,Yes,4,No,N/A,No,No,0.5,No,Yes,No
Province 1,Taplejung,Female,16,No,No,Medium,Upper Secondary,Public,Yes,11,No,No,No,No,1.3,Yes,No,No
Province 1,Terhathum,Female,9,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,2.1,Yes,No,Yes
Province 1,Udayapur,Male,15,No,No,Low,Upper Secondary,Private,Yes,11,No,Yes,No,No,1.6,No,Yes,No
Madhesh,Bara,Male,9,No,No,Very High,Primary,Private,Yes,3,No,N/A,No,No,0.3,No,Yes,Yes
Madhesh,Dhanusha,Male,15,No,No,Very High,Upper Secondary,Public,Yes,9,No,Yes,No,No,3.0,Yes,Yes,No
Madhesh,Mahottari,Female,6,No,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,4.5,Yes,Yes,Yes
Madhesh,Parsa,Male,15,No,No,Low,Upper Secondary,Public,Yes,12,No,No,No,No,3.5,No,No,No
Madhesh,Rautahat,Female,6,No,No,High,Primary,Public,Yes,5,No,N/A,No,No,1.1,Yes,No,No
Madhesh,Saptari,Female,14,Yes,No,Medium,Lower Secondary,Private,Yes,7,No,No,No,No,4.8,No,Yes,No
Madhesh,Sarlahi,Female,8,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,2.9,No,No,No
Madhesh,Siraha,Female,9,No,No,High,Primary,Public,Yes,1,No,N/A,No,No,4.7,Yes,Yes,No
Bagmati,Bhaktapur,Male,14,No,No,Medium,Lower Secondary,Public,Yes,7,Yes,Yes,No,No,4.6,Yes,Yes,No
Bagmati,Chitwan,Female,13,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.4,Yes,No,No
Bagmati,Dhading,Male,13,No,No,Medium,Lower Secondary,Private,Yes,7,No,Yes,No,No,1.2,No,Yes,Yes
Bagmati,Dolakha,Female,11,No,No,Very High,Lower Secondary,Private,Yes,8,Yes,Yes,No,No,1.4,No,Yes,No
Bagmati,Kathmandu,Female,18,No,No,Medium,Upper Secondary,Public,Yes,10,No,Yes,No,No,4.7,Yes,No,No
Bagmati,Kavrepalanchok,Male,14,No,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.5,No,No,No
Bagmati,Lalitpur,Male,15,No,No,Very High,Upper Secondary,Public,Yes,10,No,No,No,No,4.1,Yes,Yes,Yes
Bagmati,Makwanpur,Male,11,No,No,Medium,Lower Secondary,Private,Yes,8,No,Yes,No,No,0.6,No,Yes,No
Bagmati,Nuwakot,Female,16,Yes,No,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,0.6,Yes,Yes,Yes
Bagmati,Ramechhap,Female,14,No,No,High,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.6,Yes,No,No
Bagmati,Rasuwa,Male,12,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,3.2,Yes,No,Yes
Bagmati,Sindhuli,Male,17,No,No,Low,Upper Secondary,Public,Yes,12,No,Yes,No,No,2.1,Yes,Yes,Yes
